attacker_delay,outcome,attacker_start_time,Document_lookup_start,Document_lookup_end,Blob_fetch_start,Blob_fetch_end,Initial_sec_validation_start,Initial_sec_validation_end,Document_marked_safe_start,Document_marked_safe_end,Dispatch_to_agent_start,Dispatch_to_agent_end,Agent_retrieves_document_state_start,Agent_retrieves_document_state_end,Agent_retrieves_document_start,Agent_retrieves_document_end,attacker_modify_time,attacker_modify_done,blob_read_time
128,rejected,01:00:27.820941,01:00:27.820941,01:00:27.821344,01:00:27.821344,01:00:27.822584,01:00:27.822584,01:00:27.824473,01:00:27.824473,01:00:27.834027,01:00:27.834050,01:00:27.846593,01:00:27.846593,01:00:27.852321,01:00:27.857741,01:00:27.863056,01:00:27.949495,01:00:27.949648,01:00:27.822045
128,rejected,01:00:29.424515,01:00:29.424515,01:00:29.424950,01:00:29.424950,01:00:29.426161,01:00:29.426161,01:00:29.427671,01:00:29.427671,01:00:29.436950,01:00:29.436971,01:00:29.449692,01:00:29.449692,01:00:29.455454,01:00:29.460391,01:00:29.465468,01:00:29.553238,01:00:29.553389,01:00:29.425651
128,rejected,01:00:30.902304,01:00:30.902304,01:00:30.902707,01:00:30.902707,01:00:30.903973,01:00:30.903973,01:00:30.905378,01:00:30.905378,01:00:30.915242,01:00:30.915282,01:00:30.942362,01:00:30.942362,01:00:30.947989,01:00:30.952982,01:00:30.958934,01:00:31.031006,01:00:31.031177,01:00:30.903442
128,rejected,01:00:32.449926,01:00:32.449926,01:00:32.450329,01:00:32.450329,01:00:32.451537,01:00:32.451537,01:00:32.452994,01:00:32.452994,01:00:32.462328,01:00:32.462349,01:00:32.474998,01:00:32.474998,01:00:32.480640,01:00:32.486184,01:00:32.491332,01:00:32.578861,01:00:32.579039,01:00:32.451027
128,rejected,01:00:34.051230,01:00:34.051230,01:00:34.051576,01:00:34.051576,01:00:34.053123,01:00:34.053123,01:00:34.054669,01:00:34.054669,01:00:34.064038,01:00:34.064058,01:00:34.075161,01:00:34.075161,01:00:34.081065,01:00:34.086068,01:00:34.091334,01:00:34.180058,01:00:34.180228,01:00:34.052252
256,rejected,01:00:35.521188,01:00:35.521188,01:00:35.521597,01:00:35.521597,01:00:35.522983,01:00:35.522983,01:00:35.524575,01:00:35.524575,01:00:35.534171,01:00:35.534194,01:00:35.545507,01:00:35.545507,01:00:35.551018,01:00:35.556441,01:00:35.562058,01:00:35.777825,01:00:35.777982,01:00:35.522445
256,rejected,01:00:36.988981,01:00:36.988981,01:00:36.989503,01:00:36.989503,01:00:36.990850,01:00:36.990850,01:00:36.992935,01:00:36.992935,01:00:37.002345,01:00:37.002366,01:00:37.014183,01:00:37.014183,01:00:37.021944,01:00:37.028273,01:00:37.034469,01:00:37.246050,01:00:37.246214,01:00:36.990322
256,rejected,01:00:38.535635,01:00:38.535635,01:00:38.536049,01:00:38.536049,01:00:38.537359,01:00:38.537359,01:00:38.538743,01:00:38.538743,01:00:38.548865,01:00:38.548907,01:00:38.561700,01:00:38.561700,01:00:38.567945,01:00:38.573377,01:00:38.579040,01:00:38.792521,01:00:38.792703,01:00:38.536832
256,rejected,01:00:40.242173,01:00:40.242173,01:00:40.242590,01:00:40.242590,01:00:40.243862,01:00:40.243862,01:00:40.245693,01:00:40.245693,01:00:40.255376,01:00:40.255401,01:00:40.272079,01:00:40.272079,01:00:40.278079,01:00:40.283529,01:00:40.289250,01:00:40.499032,01:00:40.499191,01:00:40.243349
256,rejected,01:00:41.780798,01:00:41.780798,01:00:41.781187,01:00:41.781187,01:00:41.782429,01:00:41.782429,01:00:41.783942,01:00:41.783942,01:00:41.793353,01:00:41.793372,01:00:41.804988,01:00:41.804988,01:00:41.811047,01:00:41.817066,01:00:41.823562,01:00:42.037344,01:00:42.037509,01:00:41.781895
256,rejected,01:00:43.256968,01:00:43.256968,01:00:43.257371,01:00:43.257371,01:00:43.258655,01:00:43.258655,01:00:43.260119,01:00:43.260119,01:00:43.271652,01:00:43.271672,01:00:43.283037,01:00:43.283037,01:00:43.288716,01:00:43.293948,01:00:43.299225,01:00:43.513635,01:00:43.513794,01:00:43.258126
256,rejected,01:00:44.854595,01:00:44.854595,01:00:44.855103,01:00:44.855103,01:00:44.856429,01:00:44.856429,01:00:44.857953,01:00:44.857953,01:00:44.867351,01:00:44.867372,01:00:44.878685,01:00:44.878685,01:00:44.884364,01:00:44.889744,01:00:44.895129,01:00:45.111236,01:00:45.111408,01:00:44.855865
256,rejected,01:00:46.314653,01:00:46.314653,01:00:46.315060,01:00:46.315060,01:00:46.316550,01:00:46.316550,01:00:46.318231,01:00:46.318231,01:00:46.327706,01:00:46.327728,01:00:46.339918,01:00:46.339918,01:00:46.345521,01:00:46.350539,01:00:46.355779,01:00:46.571162,01:00:46.571328,01:00:46.315778
256,rejected,01:00:47.922144,01:00:47.922144,01:00:47.922573,01:00:47.922573,01:00:47.923890,01:00:47.923890,01:00:47.925415,01:00:47.925415,01:00:47.935550,01:00:47.935573,01:00:47.946477,01:00:47.946477,01:00:47.952364,01:00:47.958097,01:00:47.963541,01:00:48.178825,01:00:48.178986,01:00:47.923328
256,rejected,01:00:49.525210,01:00:49.525210,01:00:49.525614,01:00:49.525614,01:00:49.527054,01:00:49.527054,01:00:49.529055,01:00:49.529055,01:00:49.538970,01:00:49.539010,01:00:49.564255,01:00:49.564255,01:00:49.571220,01:00:49.577644,01:00:49.584611,01:00:49.782188,01:00:49.782422,01:00:49.526406
512,safe,01:00:51.025861,01:00:51.025861,01:00:51.026296,01:00:51.026296,01:00:51.027542,01:00:51.027542,01:00:51.029058,01:00:51.029058,01:00:51.039591,01:00:51.039642,01:00:51.056232,01:00:51.056232,01:00:51.062504,01:00:51.068506,01:00:51.074598,01:00:51.539361,01:00:51.539544,01:00:51.027044
512,safe,01:00:52.901819,01:00:52.901819,01:00:52.902167,01:00:52.902167,01:00:52.903710,01:00:52.903710,01:00:52.905350,01:00:52.905350,01:00:52.915269,01:00:52.915291,01:00:52.926930,01:00:52.926930,01:00:52.932414,01:00:52.938114,01:00:52.943704,01:00:53.414726,01:00:53.414936,01:00:52.902878
512,safe,01:00:54.687107,01:00:54.687107,01:00:54.687491,01:00:54.687491,01:00:54.689050,01:00:54.689050,01:00:54.690493,01:00:54.690493,01:00:54.699845,01:00:54.699867,01:00:54.711733,01:00:54.711733,01:00:54.717641,01:00:54.722911,01:00:54.728422,01:00:55.199746,01:00:55.199919,01:00:54.688196
512,safe,01:00:56.562031,01:00:56.562031,01:00:56.562512,01:00:56.562512,01:00:56.563801,01:00:56.563801,01:00:56.565657,01:00:56.565657,01:00:56.575038,01:00:56.575058,01:00:56.587436,01:00:56.587436,01:00:56.593407,01:00:56.598736,01:00:56.603980,01:00:57.074999,01:00:57.075186,01:00:56.563277
512,safe,01:00:58.350732,01:00:58.350732,01:00:58.351264,01:00:58.351264,01:00:58.352789,01:00:58.352789,01:00:58.354559,01:00:58.354559,01:00:58.366645,01:00:58.366689,01:00:58.378675,01:00:58.378675,01:00:58.384809,01:00:58.390192,01:00:58.396582,01:00:58.863605,01:00:58.863772,01:00:58.352185
512,safe,01:00:59.965587,01:00:59.965587,01:00:59.966046,01:00:59.966046,01:00:59.967573,01:00:59.967573,01:00:59.969165,01:00:59.969165,01:00:59.978556,01:00:59.978578,01:00:59.993294,01:00:59.993294,01:00:59.999084,01:01:00.005431,01:01:00.011490,01:01:00.478508,01:01:00.478690,01:00:59.966821
512,safe,01:01:01.753274,01:01:01.753274,01:01:01.753712,01:01:01.753712,01:01:01.754969,01:01:01.754969,01:01:01.756500,01:01:01.756500,01:01:01.765857,01:01:01.765880,01:01:01.777734,01:01:01.777734,01:01:01.783695,01:01:01.789004,01:01:01.794371,01:01:02.266048,01:01:02.266214,01:01:01.754434
512,safe,01:01:04.641553,01:01:04.641553,01:01:04.642150,01:01:04.642150,01:01:04.643587,01:01:04.643587,01:01:04.645284,01:01:04.645284,01:01:04.654808,01:01:04.654830,01:01:04.666653,01:01:04.666653,01:01:04.672256,01:01:04.677756,01:01:04.683044,01:01:05.154108,01:01:05.154284,01:01:04.642984
512,safe,01:01:06.507124,01:01:06.507124,01:01:06.507532,01:01:06.507532,01:01:06.509044,01:01:06.509044,01:01:06.510745,01:01:06.510745,01:01:06.520267,01:01:06.520289,01:01:06.531349,01:01:06.531349,01:01:06.537244,01:01:06.542753,01:01:06.547896,01:01:07.019835,01:01:07.020006,01:01:06.508265
512,safe,01:01:08.291440,01:01:08.291440,01:01:08.291864,01:01:08.291864,01:01:08.293409,01:01:08.293409,01:01:08.295083,01:01:08.295083,01:01:08.310137,01:01:08.310160,01:01:08.322216,01:01:08.322216,01:01:08.328216,01:01:08.333388,01:01:08.338685,01:01:08.804317,01:01:08.804479,01:01:08.292523
1024,safe,01:01:10.130359,01:01:10.130359,01:01:10.130714,01:01:10.130714,01:01:10.131987,01:01:10.131987,01:01:10.133454,01:01:10.133454,01:01:10.142762,01:01:10.142781,01:01:10.154704,01:01:10.154704,01:01:10.160836,01:01:10.166223,01:01:10.171368,01:01:11.155178,01:01:11.155353,01:01:10.131408
1024,safe,01:01:12.009824,01:01:12.009824,01:01:12.010244,01:01:12.010244,01:01:12.011559,01:01:12.011559,01:01:12.013497,01:01:12.013497,01:01:12.024206,01:01:12.024264,01:01:12.046768,01:01:12.046768,01:01:12.052704,01:01:12.057846,01:01:12.063106,01:01:13.034651,01:01:13.034813,01:01:12.011030
1024,safe,01:01:13.804494,01:01:13.804494,01:01:13.805040,01:01:13.805040,01:01:13.806513,01:01:13.806513,01:01:13.808186,01:01:13.808186,01:01:13.818358,01:01:13.818383,01:01:13.829982,01:01:13.829982,01:01:13.835539,01:01:13.841048,01:01:13.846553,01:01:14.829036,01:01:14.829195,01:01:13.805845
1024,safe,01:01:15.589815,01:01:15.589815,01:01:15.590348,01:01:15.590348,01:01:15.591954,01:01:15.591954,01:01:15.593597,01:01:15.593597,01:01:15.603554,01:01:15.603578,01:01:15.615206,01:01:15.615206,01:01:15.620900,01:01:15.626054,01:01:15.631247,01:01:16.614786,01:01:16.614962,01:01:15.591136
1024,safe,01:01:17.379822,01:01:17.379822,01:01:17.380228,01:01:17.380228,01:01:17.381834,01:01:17.381834,01:01:17.383327,01:01:17.383327,01:01:17.393697,01:01:17.393717,01:01:17.405331,01:01:17.405331,01:01:17.411209,01:01:17.416630,01:01:17.421835,01:01:18.404919,01:01:18.405077,01:01:17.380947
1024,safe,01:01:20.291969,01:01:20.291969,01:01:20.292457,01:01:20.292457,01:01:20.293723,01:01:20.293723,01:01:20.295592,01:01:20.295592,01:01:20.305504,01:01:20.305524,01:01:20.317923,01:01:20.317923,01:01:20.324253,01:01:20.329492,01:01:20.334544,01:01:21.316675,01:01:21.316829,01:01:20.293165
1024,safe,01:01:23.173745,01:01:23.173745,01:01:23.174092,01:01:23.174092,01:01:23.175679,01:01:23.175679,01:01:23.177174,01:01:23.177174,01:01:23.186561,01:01:23.186582,01:01:23.198769,01:01:23.198769,01:01:23.207657,01:01:23.213919,01:01:23.220669,01:01:24.198536,01:01:24.198700,01:01:23.174830
1024,safe,01:01:24.970646,01:01:24.970646,01:01:24.970996,01:01:24.970996,01:01:24.972523,01:01:24.972523,01:01:24.974193,01:01:24.974193,01:01:24.983516,01:01:24.983537,01:01:24.998291,01:01:24.998291,01:01:25.003657,01:01:25.008579,01:01:25.013838,01:01:25.995534,01:01:25.995706,01:01:24.971668
1024,safe,01:01:26.763071,01:01:26.763071,01:01:26.763521,01:01:26.763521,01:01:26.764707,01:01:26.764707,01:01:26.766465,01:01:26.766465,01:01:26.775764,01:01:26.775785,01:01:26.786951,01:01:26.786951,01:01:26.792403,01:01:26.797752,01:01:26.802768,01:01:27.787994,01:01:27.788173,01:01:26.764189
1024,safe,01:01:28.557264,01:01:28.557264,01:01:28.557719,01:01:28.557719,01:01:28.559004,01:01:28.559004,01:01:28.560562,01:01:28.560562,01:01:28.572517,01:01:28.572539,01:01:28.583764,01:01:28.583764,01:01:28.589310,01:01:28.594607,01:01:28.599756,01:01:29.582011,01:01:29.582160,01:01:28.558475
2048,safe,01:01:30.355954,01:01:30.355954,01:01:30.356380,01:01:30.356380,01:01:30.357671,01:01:30.357671,01:01:30.359123,01:01:30.359123,01:01:30.368454,01:01:30.368475,01:01:30.380374,01:01:30.380374,01:01:30.385944,01:01:30.391254,01:01:30.396763,01:01:32.404900,01:01:32.405112,01:01:30.357153
2048,safe,01:01:32.862348,01:01:32.862348,01:01:32.862842,01:01:32.862842,01:01:32.864096,01:01:32.864096,01:01:32.865635,01:01:32.865635,01:01:32.875893,01:01:32.875912,01:01:32.887956,01:01:32.887956,01:01:32.893486,01:01:32.898919,01:01:32.904044,01:01:34.909461,01:01:34.909636,01:01:32.863579
2048,safe,01:01:35.365673,01:01:35.365673,01:01:35.366085,01:01:35.366085,01:01:35.367619,01:01:35.367619,01:01:35.369310,01:01:35.369310,01:01:35.379795,01:01:35.379819,01:01:35.391214,01:01:35.391214,01:01:35.397267,01:01:35.402465,01:01:35.407580,01:01:37.414499,01:01:37.414671,01:01:35.366782
2048,safe,01:01:37.865110,01:01:37.865110,01:01:37.865563,01:01:37.865563,01:01:37.867146,01:01:37.867146,01:01:37.868953,01:01:37.868953,01:01:37.878423,01:01:37.878445,01:01:37.902112,01:01:37.902112,01:01:37.909329,01:01:37.915699,01:01:37.923744,01:01:39.914115,01:01:39.914269,01:01:37.866347
2048,safe,01:01:40.372231,01:01:40.372231,01:01:40.372725,01:01:40.372725,01:01:40.374087,01:01:40.374087,01:01:40.375762,01:01:40.375762,01:01:40.385317,01:01:40.385338,01:01:40.397057,01:01:40.397057,01:01:40.403369,01:01:40.408808,01:01:40.413976,01:01:42.420837,01:01:42.421004,01:01:40.373514
2048,safe,01:01:42.868535,01:01:42.868535,01:01:42.868889,01:01:42.868889,01:01:42.870233,01:01:42.870233,01:01:42.872407,01:01:42.872407,01:01:42.883164,01:01:42.883188,01:01:42.894446,01:01:42.894446,01:01:42.899949,01:01:42.905109,01:01:42.910630,01:01:44.917383,01:01:44.917564,01:01:42.869650
2048,safe,01:01:45.370739,01:01:45.370739,01:01:45.371129,01:01:45.371129,01:01:45.372354,01:01:45.372354,01:01:45.374175,01:01:45.374175,01:01:45.384412,01:01:45.384436,01:01:45.396396,01:01:45.396396,01:01:45.402102,01:01:45.407569,01:01:45.412816,01:01:47.419431,01:01:47.419597,01:01:45.371813
2048,safe,01:01:47.875758,01:01:47.875758,01:01:47.876347,01:01:47.876347,01:01:47.877757,01:01:47.877757,01:01:47.879345,01:01:47.879345,01:01:47.888840,01:01:47.888861,01:01:47.900263,01:01:47.900263,01:01:47.905943,01:01:47.911331,01:01:47.916822,01:01:49.924255,01:01:49.924408,01:01:47.877214
2048,safe,01:01:50.377383,01:01:50.377383,01:01:50.377957,01:01:50.377957,01:01:50.379356,01:01:50.379356,01:01:50.381055,01:01:50.381055,01:01:50.390438,01:01:50.390465,01:01:50.401949,01:01:50.401949,01:01:50.407848,01:01:50.413269,01:01:50.418745,01:01:52.426206,01:01:52.426373,01:01:50.378721
2048,safe,01:01:52.885556,01:01:52.885556,01:01:52.885909,01:01:52.885909,01:01:52.887122,01:01:52.887122,01:01:52.888943,01:01:52.888943,01:01:52.898332,01:01:52.898352,01:01:52.913461,01:01:52.913461,01:01:52.919454,01:01:52.925063,01:01:52.930387,01:01:54.934576,01:01:54.934732,01:01:52.886591
4096,safe,01:01:55.387629,01:01:55.387629,01:01:55.388184,01:01:55.388184,01:01:55.389592,01:01:55.389592,01:01:55.391174,01:01:55.391174,01:01:55.400412,01:01:55.400432,01:01:55.411778,01:01:55.411778,01:01:55.417550,01:01:55.422465,01:01:55.427681,01:01:59.484622,01:01:59.484793,01:01:55.388843
4096,safe,01:01:59.944678,01:01:59.944678,01:01:59.945221,01:01:59.945221,01:01:59.947028,01:01:59.947028,01:01:59.948766,01:01:59.948766,01:01:59.959317,01:01:59.959352,01:01:59.972180,01:01:59.972180,01:01:59.978021,01:01:59.983568,01:01:59.988963,01:02:04.041498,01:02:04.041680,01:01:59.946144
4096,safe,01:02:04.493779,01:02:04.493779,01:02:04.494144,01:02:04.494144,01:02:04.495632,01:02:04.495632,01:02:04.497295,01:02:04.497295,01:02:04.506899,01:02:04.506922,01:02:04.518391,01:02:04.518391,01:02:04.523979,01:02:04.529500,01:02:04.534430,01:02:08.591067,01:02:08.591261,01:02:04.494857
4096,safe,01:02:09.046965,01:02:09.046965,01:02:09.047350,01:02:09.047350,01:02:09.048785,01:02:09.048785,01:02:09.050463,01:02:09.050463,01:02:09.059978,01:02:09.059999,01:02:09.071142,01:02:09.071142,01:02:09.076875,01:02:09.082367,01:02:09.087548,01:02:13.143717,01:02:13.143874,01:02:09.048032
4096,safe,01:02:13.599381,01:02:13.599381,01:02:13.599843,01:02:13.599843,01:02:13.601089,01:02:13.601089,01:02:13.603023,01:02:13.603023,01:02:13.613155,01:02:13.613175,01:02:13.624459,01:02:13.624459,01:02:13.630231,01:02:13.635542,01:02:13.640828,01:02:17.696340,01:02:17.696506,01:02:13.600573
4096,safe,01:02:18.151366,01:02:18.151366,01:02:18.151772,01:02:18.151772,01:02:18.153369,01:02:18.153369,01:02:18.155040,01:02:18.155040,01:02:18.164333,01:02:18.164352,01:02:18.187425,01:02:18.187425,01:02:18.193544,01:02:18.198736,01:02:18.204051,01:02:22.248488,01:02:22.248709,01:02:18.152530
4096,safe,01:02:22.703760,01:02:22.703760,01:02:22.704193,01:02:22.704193,01:02:22.705746,01:02:22.705746,01:02:22.707354,01:02:22.707354,01:02:22.717025,01:02:22.717047,01:02:22.729192,01:02:22.729192,01:02:22.735199,01:02:22.740329,01:02:22.745575,01:02:26.800551,01:02:26.800708,01:02:22.704928
4096,safe,01:02:27.256092,01:02:27.256092,01:02:27.256508,01:02:27.256508,01:02:27.258000,01:02:27.258000,01:02:27.259548,01:02:27.259548,01:02:27.269028,01:02:27.269052,01:02:27.280946,01:02:27.280946,01:02:27.286457,01:02:27.291843,01:02:27.297001,01:02:31.353056,01:02:31.353234,01:02:27.257243
4096,safe,01:02:31.808809,01:02:31.808809,01:02:31.809212,01:02:31.809212,01:02:31.810702,01:02:31.810702,01:02:31.812243,01:02:31.812243,01:02:31.821984,01:02:31.822009,01:02:31.833883,01:02:31.833883,01:02:31.839939,01:02:31.845133,01:02:31.850386,01:02:35.904003,01:02:35.904168,01:02:31.809893
4096,safe,01:02:36.364802,01:02:36.364802,01:02:36.365376,01:02:36.365376,01:02:36.366770,01:02:36.366770,01:02:36.368429,01:02:36.368429,01:02:36.378256,01:02:36.378280,01:02:36.389919,01:02:36.389919,01:02:36.396274,01:02:36.402190,01:02:36.407441,01:02:40.461656,01:02:40.461830,01:02:36.366082
8192,safe,01:02:40.918912,01:02:40.918912,01:02:40.919295,01:02:40.919295,01:02:40.920786,01:02:40.920786,01:02:40.922513,01:02:40.922513,01:02:40.932320,01:02:40.932345,01:02:40.944349,01:02:40.944349,01:02:40.950269,01:02:40.955767,01:02:40.961195,01:02:49.112746,01:02:49.112939,01:02:40.919999
8192,safe,01:02:49.593770,01:02:49.593770,01:02:49.594391,01:02:49.594391,01:02:49.595976,01:02:49.595976,01:02:49.598561,01:02:49.598561,01:02:49.608163,01:02:49.608184,01:02:49.624934,01:02:49.624934,01:02:49.631022,01:02:49.636366,01:02:49.642610,01:02:57.803562,01:02:57.803722,01:02:49.595177
8192,safe,01:02:58.284171,01:02:58.284171,01:02:58.284595,01:02:58.284595,01:02:58.285868,01:02:58.285868,01:02:58.288290,01:02:58.288290,01:02:58.298349,01:02:58.298369,01:02:58.309883,01:02:58.309883,01:02:58.315477,01:02:58.321208,01:02:58.326584,01:03:06.489537,01:03:06.489689,01:02:58.285326
8192,safe,01:03:06.958077,01:03:06.958077,01:03:06.958597,01:03:06.958597,01:03:06.960172,01:03:06.960172,01:03:06.962740,01:03:06.962740,01:03:06.974551,01:03:06.974575,01:03:06.985496,01:03:06.985496,01:03:06.991051,01:03:06.996498,01:03:07.001760,01:03:15.164088,01:03:15.164261,01:03:06.959344
8192,safe,01:03:15.647195,01:03:15.647195,01:03:15.647622,01:03:15.647622,01:03:15.649170,01:03:15.649170,01:03:15.651613,01:03:15.651613,01:03:15.660959,01:03:15.660979,01:03:15.671804,01:03:15.671804,01:03:15.677320,01:03:15.682408,01:03:15.687471,01:03:23.864880,01:03:23.865103,01:03:15.648336
8192,safe,01:03:24.333319,01:03:24.333319,01:03:24.333770,01:03:24.333770,01:03:24.335427,01:03:24.335427,01:03:24.338014,01:03:24.338014,01:03:24.347703,01:03:24.347730,01:03:24.359511,01:03:24.359511,01:03:24.365094,01:03:24.370380,01:03:24.375586,01:03:32.542965,01:03:32.543156,01:03:24.334543
8192,safe,01:03:33.024941,01:03:33.024941,01:03:33.025343,01:03:33.025343,01:03:33.026545,01:03:33.026545,01:03:33.029199,01:03:33.029199,01:03:33.038619,01:03:33.038640,01:03:33.049893,01:03:33.049893,01:03:33.055720,01:03:33.061044,01:03:33.066340,01:03:41.230690,01:03:41.230851,01:03:33.026009
8192,safe,01:03:41.699620,01:03:41.699620,01:03:41.700068,01:03:41.700068,01:03:41.701288,01:03:41.701288,01:03:41.704026,01:03:41.704026,01:03:41.714266,01:03:41.714290,01:03:41.738137,01:03:41.738137,01:03:41.743817,01:03:41.749125,01:03:41.754716,01:03:49.911029,01:03:49.911202,01:03:41.700750
8192,safe,01:03:50.403809,01:03:50.403809,01:03:50.404245,01:03:50.404245,01:03:50.405766,01:03:50.405766,01:03:50.408303,01:03:50.408303,01:03:50.417701,01:03:50.417721,01:03:50.430177,01:03:50.430177,01:03:50.435779,01:03:50.441148,01:03:50.446459,01:03:58.597421,01:03:58.597588,01:03:50.404950
8192,safe,01:03:59.082773,01:03:59.082773,01:03:59.083283,01:03:59.083283,01:03:59.084699,01:03:59.084699,01:03:59.087055,01:03:59.087055,01:03:59.097531,01:03:59.097550,01:03:59.109144,01:03:59.109144,01:03:59.115013,01:03:59.120218,01:03:59.125820,01:04:07.293837,01:04:07.294022,01:03:59.083967
