attacker_delay,outcome,attacker_start_time,Document_lookup_start,Document_lookup_end,Blob_fetch_start,Blob_fetch_end,Initial_sec_validation_start,Initial_sec_validation_end,Document_marked_safe_start,Document_marked_safe_end,Dispatch_to_agent_start,Dispatch_to_agent_end,Agent_retrieves_document_state_start,Agent_retrieves_document_state_end,Agent_retrieves_document_start,Agent_retrieves_document_end,attacker_modify_time,attacker_modify_done,blob_read_time
64,leak,01:12:32.055736,01:12:32.055736,01:12:32.056103,01:12:32.056103,01:12:32.057193,01:12:32.057193,01:12:32.058487,01:12:32.058487,01:12:32.070674,01:12:32.070697,01:12:32.083691,01:12:32.083691,01:12:32.089264,01:12:32.532289,01:12:32.537733,01:12:32.120960,01:12:32.121175,01:12:32.056718
64,leak,01:12:35.210508,01:12:35.210508,01:12:35.210845,01:12:35.210845,01:12:35.211892,01:12:35.211892,01:12:35.213327,01:12:35.213327,01:12:35.222551,01:12:35.222573,01:12:35.242880,01:12:35.242880,01:12:35.248790,01:12:35.690167,01:12:35.696103,01:12:35.275652,01:12:35.275874,01:12:35.211442
64,leak,01:12:38.261087,01:12:38.261087,01:12:38.261426,01:12:38.261426,01:12:38.262468,01:12:38.262468,01:12:38.263840,01:12:38.263840,01:12:38.273914,01:12:38.273944,01:12:38.287949,01:12:38.287949,01:12:38.293706,01:12:38.735715,01:12:38.741491,01:12:38.326287,01:12:38.326513,01:12:38.261994
128,safe,01:12:41.915117,01:12:41.915117,01:12:41.915509,01:12:41.915509,01:12:41.917066,01:12:41.917066,01:12:41.918609,01:12:41.918609,01:12:41.928694,01:12:41.928716,01:12:41.941735,01:12:41.941735,01:12:41.946895,01:12:42.389940,01:12:42.395426,01:12:42.043855,01:12:42.044048,01:12:41.916181
128,leak,01:12:47.329401,01:12:47.329401,01:12:47.329959,01:12:47.329959,01:12:47.331480,01:12:47.331480,01:12:47.333971,01:12:47.333971,01:12:47.344251,01:12:47.344282,01:12:47.357435,01:12:47.357435,01:12:47.362742,01:12:47.811197,01:12:47.816230,01:12:47.458493,01:12:47.458661,01:12:47.330838
128,leak,01:12:51.993320,01:12:51.993320,01:12:51.993709,01:12:51.993709,01:12:51.995040,01:12:51.995040,01:12:51.996779,01:12:51.996779,01:12:52.006060,01:12:52.006090,01:12:52.019770,01:12:52.019770,01:12:52.025164,01:12:52.469076,01:12:52.474249,01:12:52.121919,01:12:52.122105,01:12:51.994462
128,safe,01:12:56.689114,01:12:56.689114,01:12:56.689478,01:12:56.689478,01:12:56.690973,01:12:56.690973,01:12:56.692327,01:12:56.692327,01:12:56.701399,01:12:56.701421,01:12:56.714477,01:12:56.714477,01:12:56.719783,01:12:57.166356,01:12:57.171633,01:12:56.817735,01:12:56.817909,01:12:56.690326
128,safe,01:13:01.839775,01:13:01.839775,01:13:01.840147,01:13:01.840147,01:13:01.841697,01:13:01.841697,01:13:01.844007,01:13:01.844007,01:13:01.853058,01:13:01.853079,01:13:01.865462,01:13:01.865462,01:13:01.870939,01:13:02.316028,01:13:02.321338,01:13:01.969253,01:13:01.969414,01:13:01.840799
128,leak,01:13:07.016237,01:13:07.016237,01:13:07.016623,01:13:07.016623,01:13:07.017916,01:13:07.017916,01:13:07.020194,01:13:07.020194,01:13:07.029262,01:13:07.029281,01:13:07.041946,01:13:07.041946,01:13:07.047331,01:13:07.492517,01:13:07.498040,01:13:07.158590,01:13:07.158755,01:13:07.017349
128,leak,01:13:10.351847,01:13:10.351847,01:13:10.352191,01:13:10.352191,01:13:10.353309,01:13:10.353309,01:13:10.354625,01:13:10.354625,01:13:10.364591,01:13:10.364614,01:13:10.378178,01:13:10.378178,01:13:10.383437,01:13:10.827117,01:13:10.832661,01:13:10.480825,01:13:10.481026,01:13:10.352790
128,leak,01:13:14.093364,01:13:14.093364,01:13:14.093777,01:13:14.093777,01:13:14.094937,01:13:14.094937,01:13:14.096319,01:13:14.096319,01:13:14.105626,01:13:14.105672,01:13:14.120409,01:13:14.120409,01:13:14.126506,01:13:14.584327,01:13:14.589906,01:13:14.222460,01:13:14.222646,01:13:14.094428
128,leak,01:13:17.776460,01:13:17.776460,01:13:17.776778,01:13:17.776778,01:13:17.777926,01:13:17.777926,01:13:17.779241,01:13:17.779241,01:13:17.788313,01:13:17.788341,01:13:17.801377,01:13:17.801377,01:13:17.807125,01:13:18.250438,01:13:18.255593,01:13:17.905371,01:13:17.905559,01:13:17.777380
128,leak,01:13:21.286395,01:13:21.286395,01:13:21.286760,01:13:21.286760,01:13:21.287837,01:13:21.287837,01:13:21.289270,01:13:21.289270,01:13:21.298347,01:13:21.298366,01:13:21.311397,01:13:21.311397,01:13:21.316552,01:13:21.759622,01:13:21.765249,01:13:21.415509,01:13:21.415686,01:13:21.287362
256,leak,01:13:26.090417,01:13:26.090417,01:13:26.090770,01:13:26.090770,01:13:26.092271,01:13:26.092271,01:13:26.093896,01:13:26.093896,01:13:26.103123,01:13:26.103141,01:13:26.122420,01:13:26.122420,01:13:26.128217,01:13:26.574994,01:13:26.580158,01:13:26.347686,01:13:26.347878,01:13:26.091414
256,safe,01:13:29.330850,01:13:29.330850,01:13:29.331172,01:13:29.331172,01:13:29.332283,01:13:29.332283,01:13:29.333641,01:13:29.333641,01:13:29.342928,01:13:29.342952,01:13:29.356200,01:13:29.356200,01:13:29.361610,01:13:29.802049,01:13:29.807558,01:13:29.587650,01:13:29.587823,01:13:29.331780
256,safe,01:13:34.302770,01:13:34.302770,01:13:34.303410,01:13:34.303410,01:13:34.305534,01:13:34.305534,01:13:34.307343,01:13:34.307343,01:13:34.318276,01:13:34.318331,01:13:34.339495,01:13:34.339495,01:13:34.347139,01:13:34.800945,01:13:34.806146,01:13:34.559430,01:13:34.559603,01:13:34.304687
256,leak,01:13:39.419261,01:13:39.419261,01:13:39.419600,01:13:39.419600,01:13:39.421148,01:13:39.421148,01:13:39.423573,01:13:39.423573,01:13:39.433661,01:13:39.433682,01:13:39.446566,01:13:39.446566,01:13:39.452341,01:13:39.899130,01:13:39.904858,01:13:39.677021,01:13:39.677192,01:13:39.420280
256,leak,01:13:42.643835,01:13:42.643835,01:13:42.644253,01:13:42.644253,01:13:42.645618,01:13:42.645618,01:13:42.646991,01:13:42.646991,01:13:42.656862,01:13:42.656885,01:13:42.669550,01:13:42.669550,01:13:42.675079,01:13:43.117164,01:13:43.122538,01:13:42.900717,01:13:42.900889,01:13:42.645005
256,leak,01:13:45.699760,01:13:45.699760,01:13:45.700130,01:13:45.700130,01:13:45.701719,01:13:45.701719,01:13:45.703408,01:13:45.703408,01:13:45.714644,01:13:45.714664,01:13:45.727364,01:13:45.727364,01:13:45.732614,01:13:46.174455,01:13:46.179878,01:13:45.956821,01:13:45.957004,01:13:45.700790
256,safe,01:13:49.286960,01:13:49.286960,01:13:49.287325,01:13:49.287325,01:13:49.288472,01:13:49.288472,01:13:49.289847,01:13:49.289847,01:13:49.298984,01:13:49.299005,01:13:49.311848,01:13:49.311848,01:13:49.317056,01:13:49.758735,01:13:49.764353,01:13:49.543713,01:13:49.543900,01:13:49.287945
256,leak,01:13:54.238871,01:13:54.238871,01:13:54.239457,01:13:54.239457,01:13:54.241174,01:13:54.241174,01:13:54.242933,01:13:54.242933,01:13:54.253006,01:13:54.253072,01:13:54.273412,01:13:54.273412,01:13:54.281871,01:13:54.740266,01:13:54.745898,01:13:54.495780,01:13:54.496002,01:13:54.240412
256,leak,01:13:58.940704,01:13:58.940704,01:13:58.941028,01:13:58.941028,01:13:58.942073,01:13:58.942073,01:13:58.943367,01:13:58.943367,01:13:58.952722,01:13:58.952743,01:13:58.966112,01:13:58.966112,01:13:58.971750,01:13:59.416778,01:13:59.422168,01:13:59.197669,01:13:59.197836,01:13:58.941600
256,leak,01:14:02.486085,01:14:02.486085,01:14:02.486410,01:14:02.486410,01:14:02.487838,01:14:02.487838,01:14:02.489194,01:14:02.489194,01:14:02.499653,01:14:02.499680,01:14:02.512475,01:14:02.512475,01:14:02.517699,01:14:02.961128,01:14:02.966903,01:14:02.742967,01:14:02.743143,01:14:02.487011
512,safe,01:14:06.376884,01:14:06.376884,01:14:06.377308,01:14:06.377308,01:14:06.378957,01:14:06.378957,01:14:06.380584,01:14:06.380584,01:14:06.392707,01:14:06.392736,01:14:06.406518,01:14:06.406518,01:14:06.412350,01:14:06.856773,01:14:06.862354,01:14:06.889718,01:14:06.889881,01:14:06.378092
512,safe,01:14:08.355668,01:14:08.355668,01:14:08.356078,01:14:08.356078,01:14:08.357306,01:14:08.357306,01:14:08.358873,01:14:08.358873,01:14:08.370050,01:14:08.370090,01:14:08.383758,01:14:08.383758,01:14:08.390073,01:14:08.805353,01:14:08.810397,01:14:08.868632,01:14:08.868777,01:14:08.356794
512,safe,01:14:10.164433,01:14:10.164433,01:14:10.164780,01:14:10.164780,01:14:10.166205,01:14:10.166205,01:14:10.167905,01:14:10.167905,01:14:10.177085,01:14:10.177105,01:14:10.203109,01:14:10.203109,01:14:10.208830,01:14:10.624829,01:14:10.630333,01:14:10.677551,01:14:10.677769,01:14:10.165402
512,safe,01:14:13.136208,01:14:13.136208,01:14:13.136598,01:14:13.136598,01:14:13.138053,01:14:13.138053,01:14:13.139841,01:14:13.139841,01:14:13.149522,01:14:13.149566,01:14:13.163277,01:14:13.163277,01:14:13.168553,01:14:13.581171,01:14:13.586848,01:14:13.649131,01:14:13.649311,01:14:13.137419
512,safe,01:14:16.111096,01:14:16.111096,01:14:16.111521,01:14:16.111521,01:14:16.112803,01:14:16.112803,01:14:16.114133,01:14:16.114133,01:14:16.123332,01:14:16.123353,01:14:16.136245,01:14:16.136245,01:14:16.142081,01:14:16.556671,01:14:16.562695,01:14:16.624095,01:14:16.624260,01:14:16.112291
512,safe,01:14:17.920053,01:14:17.920053,01:14:17.920410,01:14:17.920410,01:14:17.921582,01:14:17.921582,01:14:17.922984,01:14:17.922984,01:14:17.931955,01:14:17.931974,01:14:17.946567,01:14:17.946567,01:14:17.952091,01:14:18.366133,01:14:18.371886,01:14:18.432972,01:14:18.433152,01:14:17.921023
512,safe,01:14:19.727554,01:14:19.727554,01:14:19.727917,01:14:19.727917,01:14:19.729292,01:14:19.729292,01:14:19.730694,01:14:19.730694,01:14:19.740702,01:14:19.740727,01:14:19.753800,01:14:19.753800,01:14:19.759105,01:14:20.172827,01:14:20.178697,01:14:20.240621,01:14:20.240792,01:14:19.728534
512,safe,01:14:21.536590,01:14:21.536590,01:14:21.536935,01:14:21.536935,01:14:21.538095,01:14:21.538095,01:14:21.539430,01:14:21.539430,01:14:21.548512,01:14:21.548534,01:14:21.561578,01:14:21.561578,01:14:21.566933,01:14:21.980954,01:14:21.986632,01:14:22.049364,01:14:22.049543,01:14:21.537539
512,safe,01:14:24.463695,01:14:24.463695,01:14:24.464405,01:14:24.464405,01:14:24.466029,01:14:24.466029,01:14:24.467576,01:14:24.467576,01:14:24.476987,01:14:24.477019,01:14:24.491338,01:14:24.491338,01:14:24.498027,01:14:24.913504,01:14:24.919191,01:14:24.976653,01:14:24.976828,01:14:24.465369
512,safe,01:14:26.349986,01:14:26.349986,01:14:26.350617,01:14:26.350617,01:14:26.352041,01:14:26.352041,01:14:26.353674,01:14:26.353674,01:14:26.363476,01:14:26.363520,01:14:26.380073,01:14:26.380073,01:14:26.386284,01:14:26.803570,01:14:26.809134,01:14:26.862590,01:14:26.862761,01:14:26.351443
384,leak,01:14:29.312396,01:14:29.312396,01:14:29.312789,01:14:29.312789,01:14:29.313838,01:14:29.313838,01:14:29.315152,01:14:29.315152,01:14:29.324864,01:14:29.324883,01:14:29.338195,01:14:29.338195,01:14:29.343471,01:14:29.756704,01:14:29.762097,01:14:29.697016,01:14:29.697190,01:14:29.313369
384,leak,01:14:34.008943,01:14:34.008943,01:14:34.009302,01:14:34.009302,01:14:34.010369,01:14:34.010369,01:14:34.011827,01:14:34.011827,01:14:34.021383,01:14:34.021405,01:14:34.034786,01:14:34.034786,01:14:34.040154,01:14:34.494029,01:14:34.501808,01:14:34.392802,01:14:34.393007,01:14:34.009895
384,leak,01:14:38.653220,01:14:38.653220,01:14:38.653913,01:14:38.653913,01:14:38.655733,01:14:38.655733,01:14:38.657837,01:14:38.657837,01:14:38.667704,01:14:38.667734,01:14:38.682139,01:14:38.682139,01:14:38.687995,01:14:39.142516,01:14:39.148715,01:14:39.038148,01:14:39.038335,01:14:38.655011
384,leak,01:14:41.715148,01:14:41.715148,01:14:41.715575,01:14:41.715575,01:14:41.716854,01:14:41.716854,01:14:41.718225,01:14:41.718225,01:14:41.727673,01:14:41.727692,01:14:41.740312,01:14:41.740312,01:14:41.745714,01:14:42.186313,01:14:42.191780,01:14:42.099820,01:14:42.099996,01:14:41.716344
384,leak,01:14:45.413538,01:14:45.413538,01:14:45.413861,01:14:45.413861,01:14:45.414947,01:14:45.414947,01:14:45.416354,01:14:45.416354,01:14:45.425316,01:14:45.425335,01:14:45.445011,01:14:45.445011,01:14:45.450432,01:14:45.893635,01:14:45.899238,01:14:45.798180,01:14:45.798356,01:14:45.414413
384,leak,01:14:48.670744,01:14:48.670744,01:14:48.671072,01:14:48.671072,01:14:48.672195,01:14:48.672195,01:14:48.673542,01:14:48.673542,01:14:48.682990,01:14:48.683012,01:14:48.697692,01:14:48.697692,01:14:48.703122,01:14:49.144798,01:14:49.150198,01:14:49.055839,01:14:49.056022,01:14:48.671688
384,safe,01:14:51.954769,01:14:51.954769,01:14:51.955128,01:14:51.955128,01:14:51.956299,01:14:51.956299,01:14:51.957915,01:14:51.957915,01:14:51.967076,01:14:51.967098,01:14:51.979920,01:14:51.979920,01:14:51.985285,01:14:52.426757,01:14:52.432118,01:14:52.339444,01:14:52.339620,01:14:51.955714
384,leak,01:14:57.190260,01:14:57.190260,01:14:57.190589,01:14:57.190589,01:14:57.191735,01:14:57.191735,01:14:57.194022,01:14:57.194022,01:14:57.203345,01:14:57.203363,01:14:57.215890,01:14:57.215890,01:14:57.221051,01:14:57.665770,01:14:57.671227,01:14:57.589633,01:14:57.589799,01:14:57.191157
384,leak,01:15:00.892851,01:15:00.892851,01:15:00.893318,01:15:00.893318,01:15:00.894594,01:15:00.894594,01:15:00.896336,01:15:00.896336,01:15:00.905693,01:15:00.905720,01:15:00.919152,01:15:00.919152,01:15:00.924510,01:15:01.367222,01:15:01.372673,01:15:01.277480,01:15:01.277650,01:15:00.894008
384,leak,01:15:05.563423,01:15:05.563423,01:15:05.563832,01:15:05.563832,01:15:05.564924,01:15:05.564924,01:15:05.566622,01:15:05.566622,01:15:05.575976,01:15:05.575999,01:15:05.589377,01:15:05.589377,01:15:05.594591,01:15:06.039081,01:15:06.044466,01:15:05.948397,01:15:05.948587,01:15:05.564442
448,leak,01:15:09.253367,01:15:09.253367,01:15:09.253762,01:15:09.253762,01:15:09.255168,01:15:09.255168,01:15:09.256479,01:15:09.256479,01:15:09.265489,01:15:09.265507,01:15:09.278311,01:15:09.278311,01:15:09.283763,01:15:09.725986,01:15:09.731464,01:15:09.702312,01:15:09.702484,01:15:09.254319
448,safe,01:15:12.836418,01:15:12.836418,01:15:12.836756,01:15:12.836756,01:15:12.838240,01:15:12.838240,01:15:12.839687,01:15:12.839687,01:15:12.848937,01:15:12.848958,01:15:12.862122,01:15:12.862122,01:15:12.867333,01:15:13.309644,01:15:13.314889,01:15:13.285313,01:15:13.285481,01:15:12.837372
448,safe,01:15:17.977051,01:15:17.977051,01:15:17.977466,01:15:17.977466,01:15:17.978743,01:15:17.978743,01:15:17.981233,01:15:17.981233,01:15:17.990602,01:15:17.990624,01:15:18.004806,01:15:18.004806,01:15:18.010404,01:15:18.455537,01:15:18.460936,01:15:18.449092,01:15:18.449262,01:15:17.978203
448,leak,01:15:23.232190,01:15:23.232190,01:15:23.232626,01:15:23.232626,01:15:23.233840,01:15:23.233840,01:15:23.236423,01:15:23.236423,01:15:23.248381,01:15:23.248408,01:15:23.262645,01:15:23.262645,01:15:23.268161,01:15:23.713607,01:15:23.719196,01:15:23.699334,01:15:23.699497,01:15:23.233322
448,leak,01:15:26.455898,01:15:26.455898,01:15:26.456353,01:15:26.456353,01:15:26.457889,01:15:26.457889,01:15:26.459372,01:15:26.459372,01:15:26.469474,01:15:26.469500,01:15:26.483652,01:15:26.483652,01:15:26.489413,01:15:26.938170,01:15:26.943852,01:15:26.904414,01:15:26.904587,01:15:26.457076
448,leak,01:15:31.135003,01:15:31.135003,01:15:31.135426,01:15:31.135426,01:15:31.136658,01:15:31.136658,01:15:31.138540,01:15:31.138540,01:15:31.148121,01:15:31.148144,01:15:31.162958,01:15:31.162958,01:15:31.168609,01:15:31.616401,01:15:31.622497,01:15:31.583764,01:15:31.583942,01:15:31.136107
448,leak,01:15:35.866974,01:15:35.866974,01:15:35.867412,01:15:35.867412,01:15:35.868611,01:15:35.868611,01:15:35.870101,01:15:35.870101,01:15:35.880304,01:15:35.880324,01:15:35.901093,01:15:35.901093,01:15:35.906863,01:15:36.355616,01:15:36.361188,01:15:36.315520,01:15:36.315676,01:15:35.868129
448,leak,01:15:40.551524,01:15:40.551524,01:15:40.552148,01:15:40.552148,01:15:40.554233,01:15:40.554233,01:15:40.556369,01:15:40.556369,01:15:40.566577,01:15:40.566622,01:15:40.586451,01:15:40.586451,01:15:40.594059,01:15:41.053693,01:15:41.059628,01:15:41.000012,01:15:41.000197,01:15:40.553165
448,leak,01:15:43.783608,01:15:43.783608,01:15:43.784205,01:15:43.784205,01:15:43.785590,01:15:43.785590,01:15:43.787186,01:15:43.787186,01:15:43.796579,01:15:43.796602,01:15:43.810310,01:15:43.810310,01:15:43.816186,01:15:44.275867,01:15:44.285516,01:15:44.232456,01:15:44.232645,01:15:43.784943
448,leak,01:15:48.524529,01:15:48.524529,01:15:48.524979,01:15:48.524979,01:15:48.526544,01:15:48.526544,01:15:48.528488,01:15:48.528488,01:15:48.537765,01:15:48.537785,01:15:48.551901,01:15:48.551901,01:15:48.557532,01:15:49.007106,01:15:49.012975,01:15:48.971712,01:15:48.971913,01:15:48.525711
480,safe,01:15:51.727611,01:15:51.727611,01:15:51.728018,01:15:51.728018,01:15:51.729529,01:15:51.729529,01:15:51.731150,01:15:51.731150,01:15:51.740401,01:15:51.740424,01:15:51.754392,01:15:51.754392,01:15:51.760217,01:15:52.199052,01:15:52.204344,01:15:52.208211,01:15:52.208337,01:15:51.728742
480,safe,01:15:53.692752,01:15:53.692752,01:15:53.693340,01:15:53.693340,01:15:53.694875,01:15:53.694875,01:15:53.696439,01:15:53.696439,01:15:53.705847,01:15:53.705868,01:15:53.720732,01:15:53.720732,01:15:53.726842,01:15:54.142720,01:15:54.148510,01:15:54.173339,01:15:54.173538,01:15:53.694178
480,safe,01:15:55.512141,01:15:55.512141,01:15:55.512564,01:15:55.512564,01:15:55.514232,01:15:55.514232,01:15:55.516248,01:15:55.516248,01:15:55.526562,01:15:55.526589,01:15:55.542721,01:15:55.542721,01:15:55.550534,01:15:55.963473,01:15:55.969020,01:15:55.992985,01:15:55.993191,01:15:55.513534
480,safe,01:15:57.460893,01:15:57.460893,01:15:57.461334,01:15:57.461334,01:15:57.462718,01:15:57.462718,01:15:57.464327,01:15:57.464327,01:15:57.473765,01:15:57.473788,01:15:57.487881,01:15:57.487881,01:15:57.493853,01:15:57.907653,01:15:57.913427,01:15:57.941597,01:15:57.941784,01:15:57.462103
480,safe,01:15:59.404620,01:15:59.404620,01:15:59.405040,01:15:59.405040,01:15:59.406667,01:15:59.406667,01:15:59.408200,01:15:59.408200,01:15:59.418179,01:15:59.418204,01:15:59.432919,01:15:59.432919,01:15:59.438787,01:15:59.851664,01:15:59.857204,01:15:59.885212,01:15:59.885369,01:15:59.405787
480,safe,01:16:02.368431,01:16:02.368431,01:16:02.368847,01:16:02.368847,01:16:02.370110,01:16:02.370110,01:16:02.371688,01:16:02.371688,01:16:02.381009,01:16:02.381029,01:16:02.394699,01:16:02.394699,01:16:02.400324,01:16:02.813490,01:16:02.818845,01:16:02.849217,01:16:02.849388,01:16:02.369562
480,safe,01:16:04.170178,01:16:04.170178,01:16:04.170572,01:16:04.170572,01:16:04.171770,01:16:04.171770,01:16:04.173265,01:16:04.173265,01:16:04.182400,01:16:04.182420,01:16:04.195809,01:16:04.195809,01:16:04.201491,01:16:04.624028,01:16:04.629797,01:16:04.649950,01:16:04.650121,01:16:04.171245
480,safe,01:16:06.109121,01:16:06.109121,01:16:06.109656,01:16:06.109656,01:16:06.111214,01:16:06.111214,01:16:06.112787,01:16:06.112787,01:16:06.122135,01:16:06.122154,01:16:06.135872,01:16:06.135872,01:16:06.141563,01:16:06.556304,01:16:06.562141,01:16:06.589915,01:16:06.590082,01:16:06.110371
480,safe,01:16:09.080072,01:16:09.080072,01:16:09.080607,01:16:09.080607,01:16:09.081875,01:16:09.081875,01:16:09.083438,01:16:09.083438,01:16:09.093145,01:16:09.093168,01:16:09.114743,01:16:09.114743,01:16:09.120682,01:16:09.534084,01:16:09.539747,01:16:09.560596,01:16:09.560769,01:16:09.081347
480,safe,01:16:11.022382,01:16:11.022382,01:16:11.022831,01:16:11.022831,01:16:11.024045,01:16:11.024045,01:16:11.025922,01:16:11.025922,01:16:11.035552,01:16:11.035572,01:16:11.050461,01:16:11.050461,01:16:11.055851,01:16:11.473212,01:16:11.478669,01:16:11.502962,01:16:11.503159,01:16:11.023550
464,safe,01:16:12.922391,01:16:12.922391,01:16:12.922847,01:16:12.922847,01:16:12.924392,01:16:12.924392,01:16:12.925854,01:16:12.925854,01:16:12.935067,01:16:12.935092,01:16:12.949649,01:16:12.949649,01:16:12.955854,01:16:13.368111,01:16:13.373880,01:16:13.387262,01:16:13.387410,01:16:12.923795
464,safe,01:16:15.891394,01:16:15.891394,01:16:15.891806,01:16:15.891806,01:16:15.893037,01:16:15.893037,01:16:15.894856,01:16:15.894856,01:16:15.904315,01:16:15.904334,01:16:15.917850,01:16:15.917850,01:16:15.923631,01:16:16.337173,01:16:16.342665,01:16:16.355978,01:16:16.356144,01:16:15.892487
464,safe,01:16:17.840188,01:16:17.840188,01:16:17.840548,01:16:17.840548,01:16:17.842034,01:16:17.842034,01:16:17.843771,01:16:17.843771,01:16:17.854100,01:16:17.854141,01:16:17.868602,01:16:17.868602,01:16:17.874315,01:16:18.287432,01:16:18.293495,01:16:18.305124,01:16:18.305297,01:16:17.841482
464,safe,01:16:19.650443,01:16:19.650443,01:16:19.650809,01:16:19.650809,01:16:19.652113,01:16:19.652113,01:16:19.653645,01:16:19.653645,01:16:19.662833,01:16:19.662855,01:16:19.677385,01:16:19.677385,01:16:19.683161,01:16:20.097115,01:16:20.102907,01:16:20.115064,01:16:20.115230,01:16:19.651500
464,safe,01:16:22.609932,01:16:22.609932,01:16:22.610339,01:16:22.610339,01:16:22.611573,01:16:22.611573,01:16:22.612947,01:16:22.612947,01:16:22.622198,01:16:22.622217,01:16:22.635996,01:16:22.635996,01:16:22.641517,01:16:23.054716,01:16:23.060475,01:16:23.074683,01:16:23.074825,01:16:22.611058
464,safe,01:16:25.542506,01:16:25.542506,01:16:25.542877,01:16:25.542877,01:16:25.544355,01:16:25.544355,01:16:25.545922,01:16:25.545922,01:16:25.555154,01:16:25.555175,01:16:25.569246,01:16:25.569246,01:16:25.574917,01:16:25.989477,01:16:25.995093,01:16:26.007219,01:16:26.007389,01:16:25.543589
464,safe,01:16:27.483639,01:16:27.483639,01:16:27.484000,01:16:27.484000,01:16:27.485074,01:16:27.485074,01:16:27.486369,01:16:27.486369,01:16:27.498633,01:16:27.498658,01:16:27.512462,01:16:27.512462,01:16:27.518285,01:16:27.931121,01:16:27.936847,01:16:27.948615,01:16:27.948784,01:16:27.484596
464,safe,01:16:29.425030,01:16:29.425030,01:16:29.425457,01:16:29.425457,01:16:29.426992,01:16:29.426992,01:16:29.428627,01:16:29.428627,01:16:29.438089,01:16:29.438112,01:16:29.452172,01:16:29.452172,01:16:29.457660,01:16:29.870918,01:16:29.876698,01:16:29.889562,01:16:29.889725,01:16:29.426162
464,safe,01:16:31.356945,01:16:31.356945,01:16:31.357397,01:16:31.357397,01:16:31.358968,01:16:31.358968,01:16:31.360582,01:16:31.360582,01:16:31.369928,01:16:31.369951,01:16:31.383951,01:16:31.383951,01:16:31.389833,01:16:31.803579,01:16:31.809723,01:16:31.821754,01:16:31.821917,01:16:31.358099
464,leak,01:16:34.325137,01:16:34.325137,01:16:34.325595,01:16:34.325595,01:16:34.327250,01:16:34.327250,01:16:34.329449,01:16:34.329449,01:16:34.339878,01:16:34.339931,01:16:34.358691,01:16:34.358691,01:16:34.365293,01:16:34.786157,01:16:34.792206,01:16:34.789824,01:16:34.789964,01:16:34.326589
456,leak,01:16:38.989949,01:16:38.989949,01:16:38.990396,01:16:38.990396,01:16:38.991798,01:16:38.991798,01:16:38.993592,01:16:38.993592,01:16:39.004296,01:16:39.004321,01:16:39.026735,01:16:39.026735,01:16:39.032708,01:16:39.483168,01:16:39.489296,01:16:39.446421,01:16:39.446608,01:16:38.991189
456,safe,01:16:42.701841,01:16:42.701841,01:16:42.702258,01:16:42.702258,01:16:42.703529,01:16:42.703529,01:16:42.705133,01:16:42.705133,01:16:42.715010,01:16:42.715034,01:16:42.730169,01:16:42.730169,01:16:42.736308,01:16:43.187812,01:16:43.193644,01:16:43.158460,01:16:43.158629,01:16:42.703026
456,leak,01:16:47.826950,01:16:47.826950,01:16:47.827389,01:16:47.827389,01:16:47.828645,01:16:47.828645,01:16:47.831190,01:16:47.831190,01:16:47.840974,01:16:47.840997,01:16:47.855057,01:16:47.855057,01:16:47.860834,01:16:48.323104,01:16:48.329110,01:16:48.309490,01:16:48.309725,01:16:47.828150
456,leak,01:16:51.051490,01:16:51.051490,01:16:51.051937,01:16:51.051937,01:16:51.053390,01:16:51.053390,01:16:51.055210,01:16:51.055210,01:16:51.065704,01:16:51.065725,01:16:51.080198,01:16:51.080198,01:16:51.085739,01:16:51.537093,01:16:51.542850,01:16:51.508141,01:16:51.508318,01:16:51.052634
456,leak,01:16:55.727198,01:16:55.727198,01:16:55.727551,01:16:55.727551,01:16:55.728899,01:16:55.728899,01:16:55.730382,01:16:55.730382,01:16:55.740506,01:16:55.740545,01:16:55.754511,01:16:55.754511,01:16:55.760569,01:16:56.206409,01:16:56.212098,01:16:56.183720,01:16:56.183914,01:16:55.728313
456,leak,01:16:58.955419,01:16:58.955419,01:16:58.955979,01:16:58.955979,01:16:58.957505,01:16:58.957505,01:16:58.959198,01:16:58.959198,01:16:58.968475,01:16:58.968496,01:16:58.983119,01:16:58.983119,01:16:58.988833,01:16:59.430400,01:16:59.436038,01:16:59.411997,01:16:59.412195,01:16:58.956670
456,leak,01:17:02.599417,01:17:02.599417,01:17:02.600035,01:17:02.600035,01:17:02.601525,01:17:02.601525,01:17:02.603219,01:17:02.603219,01:17:02.612535,01:17:02.612553,01:17:02.626881,01:17:02.626881,01:17:02.632614,01:17:03.073777,01:17:03.079288,01:17:03.056029,01:17:03.056198,01:17:02.600744
456,leak,01:17:05.826843,01:17:05.826843,01:17:05.827310,01:17:05.827310,01:17:05.828503,01:17:05.828503,01:17:05.829993,01:17:05.829993,01:17:05.839376,01:17:05.839411,01:17:05.853749,01:17:05.853749,01:17:05.859389,01:17:06.301146,01:17:06.306573,01:17:06.283273,01:17:06.283471,01:17:05.827973
456,leak,01:17:09.551430,01:17:09.551430,01:17:09.552027,01:17:09.552027,01:17:09.553312,01:17:09.553312,01:17:09.554799,01:17:09.554799,01:17:09.564533,01:17:09.564562,01:17:09.579083,01:17:09.579083,01:17:09.586891,01:17:10.039111,01:17:10.044735,01:17:10.008077,01:17:10.008237,01:17:09.552772
